site_id,name,country,region,admin,lat,lon,cultivar_class,cultivar,media,structure,cover,habit,outcome,source,geocode_precision,notes
pe-huacho,Huacho,PE,PE-CENTRAL,Lima,-11.11,-77.61,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Huaura,town,
pe-barranca,Barranca,PE,PE-CENTRAL,Lima,-10.75,-77.76,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Lima north,town,
pe-huaura,Huaura,PE,PE-CENTRAL,Lima,-11.07,-77.6,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Huaura,town,
pe-huaral,Huaral,PE,PE-CENTRAL,Lima,-11.5,-77.21,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Lima,town,
pe-canete,Cañete,PE,PE-CENTRAL,Lima,-13.08,-76.39,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Lima south,town,
pe-chincha,Chincha,PE,PE-SOUTH,Ica,-13.42,-76.13,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Ica,town,
pe-pisco,Pisco,PE,PE-SOUTH,Ica,-13.71,-76.2,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Ica,town,
pe-ica,Ica,PE,PE-SOUTH,Ica,-14.07,-75.73,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Ica desert irrigation,town,
pe-ica-ventura,Ica Ventura,PE,PE-SOUTH,Ica,-14.1,-75.7,evergreen_zero_chill,ventura,substrate,open,net,evergreen,known_failure,2023/24 heat flowering failure,town,
pe-olmos-deciduous,Olmos deciduous Duke,PE,PE-NORTH,Lambayeque,-5.98,-79.78,nhb,duke,substrate,open,net,deciduous,known_failure,NHB chill cannot complete on the Peru coast,town,
pe-lambayeque,Lambayeque,PE,PE-NORTH,Lambayeque,-6.7,-79.91,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Lambayeque,town,
pe-chepen,Chepén,PE,PE-NORTH,La Libertad,-7.23,-79.45,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,La Libertad,town,
mx-zapopan,Zapotlán / Ciudad Guzmán,MX,MX-JAL,Jalisco,19.7,-103.46,low_chill_shb,biloxi,open_soil,open,net,deciduous,commercial_success,Jalisco highland belt,town,
mx-sayula,Sayula,MX,MX-JAL,Jalisco,19.88,-103.6,low_chill_shb,biloxi,substrate,open,net,deciduous,commercial_success,Jalisco,town,
mx-tapalpa,Tapalpa,MX,MX-JAL,Jalisco,19.94,-103.76,low_chill_shb,emerald,open_soil,open,net,deciduous,commercial_success,Jalisco cool highland,town,
mx-autlan,Autlán,MX,MX-JAL,Jalisco,19.77,-104.37,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Jalisco,town,
mx-ciudad-guzman,Ciudad Guzmán east,MX,MX-JAL,Jalisco,19.72,-103.46,low_chill_shb,jewel,open_soil,open,none,deciduous,commercial_success,Jalisco,town,
mx-encarnacion,Encarnación de Díaz,MX,MX-JAL,Jalisco,21.53,-102.24,high_chill_shb,star,open_soil,open,none,deciduous,commercial_caution,"Los Altos, frost",town,
mx-culiacan,Culiacán,MX,MX-SIN,Sinaloa,24.81,-107.39,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Sinaloa,town,
mx-los-mochis,Los Mochis,MX,MX-SIN,Sinaloa,25.79,-108.99,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Sinaloa,town,
mx-guasave,Guasave,MX,MX-SIN,Sinaloa,25.57,-108.47,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Sinaloa,town,
mx-ensenada,Ensenada,MX,MX-BCN,Baja California,31.87,-116.6,low_chill_shb,biloxi,open_soil,open,net,deciduous,commercial_success,Baja coast,town,
mx-san-quintin,San Quintín,MX,MX-BCN,Baja California,30.56,-115.94,low_chill_shb,emerald,substrate,open,net,deciduous,commercial_success,Baja,town,
mx-vicente-guerrero,Vicente Guerrero,MX,MX-BCN,Baja California,30.73,-115.99,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,San Quintín valley,town,
mx-colima,Colima hinterland,MX,MX-COL,Colima,19.24,-103.72,low_chill_shb,biloxi,open_soil,open,net,deciduous,commercial_success,Colima,town,
mx-uruapan,Uruapan,MX,MX-MIC,Michoacán,19.41,-102.05,low_chill_shb,biloxi,open_soil,open,net,deciduous,commercial_caution,"Avocado country, blueberry trials",town,
mx-zamora,Zamora,MX,MX-MIC,Michoacán,20.0,-102.28,low_chill_shb,emerald,open_soil,open,none,deciduous,commercial_caution,Michoacán,town,
es-moguer,Moguer,ES,ES-HUELVA,Andalucía,37.28,-6.84,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,"Huelva core, MAPA",town,
es-lucena,Lucena del Puerto,ES,ES-HUELVA,Andalucía,37.3,-6.73,low_chill_shb,emerald,substrate,tunnel,ldpe,deciduous,commercial_success,Huelva,town,
es-palos,Palos de la Frontera,ES,ES-HUELVA,Andalucía,37.23,-6.89,evergreen_zero_chill,biloxi_evergreen,substrate,tunnel,ldpe,evergreen,commercial_success,Huelva,town,
es-almonte,Almonte,ES,ES-HUELVA,Andalucía,37.26,-6.52,low_chill_shb,jewel,substrate,tunnel,woven,deciduous,commercial_success,Huelva,town,
es-bonares,Bonares,ES,ES-HUELVA,Andalucía,37.24,-6.68,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,Huelva,town,
es-rociana,Rociana del Condado,ES,ES-HUELVA,Andalucía,37.31,-6.6,low_chill_shb,emerald,substrate,tunnel,ldpe,deciduous,commercial_success,Huelva,town,
es-niebla,Niebla,ES,ES-HUELVA,Andalucía,37.36,-6.68,low_chill_shb,star,substrate,tunnel,none,deciduous,commercial_caution,Huelva inland,town,
es-cartaya,Cartaya,ES,ES-HUELVA,Andalucía,37.21,-7.15,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,Huelva west,town,
es-lepe,Lepe,ES,ES-HUELVA,Andalucía,37.25,-7.2,evergreen_zero_chill,biloxi_evergreen,substrate,tunnel,ldpe,evergreen,commercial_success,Huelva,town,
es-gibraleon,Gibraleón,ES,ES-HUELVA,Andalucía,37.38,-6.97,low_chill_shb,emerald,substrate,tunnel,ldpe,deciduous,commercial_success,Huelva,town,
es-bollullos,Bollullos Par del Condado,ES,ES-HUELVA,Andalucía,37.34,-6.54,low_chill_shb,jewel,substrate,tunnel,woven,deciduous,commercial_success,Huelva,town,
es-villablanca,Villablanca,ES,ES-HUELVA,Andalucía,37.3,-7.34,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,Huelva/Portugal edge,town,
es-aljaraque,Aljaraque,ES,ES-HUELVA,Andalucía,37.27,-7.02,low_chill_shb,emerald,substrate,tunnel,ldpe,deciduous,commercial_success,Huelva,town,
es-huelva-city,Huelva hinterland,ES,ES-HUELVA,Andalucía,37.26,-6.95,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,Huelva,town,
ma-larache,Larache,MA,MA-NORTH,Tanger-Tétouan-Al Hoceima,35.19,-6.16,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,Loukkos,town,
ma-ksar,Ksar El Kebir,MA,MA-NORTH,Tanger-Tétouan-Al Hoceima,35.0,-5.9,low_chill_shb,emerald,substrate,tunnel,ldpe,deciduous,commercial_success,Loukkos,town,
ma-moulay,Moulay Bousselham,MA,MA-NORTH,Rabat-Salé-Kénitra,34.88,-6.29,evergreen_zero_chill,biloxi_evergreen,substrate,tunnel,ldpe,evergreen,commercial_success,Gharb coast,town,
ma-kenitra,Kénitra hinterland,MA,MA-NORTH,Rabat-Salé-Kénitra,34.26,-6.58,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,Gharb,town,
ma-sidi-slimane,Sidi Slimane,MA,MA-NORTH,Rabat-Salé-Kénitra,34.26,-5.92,low_chill_shb,jewel,substrate,tunnel,ldpe,deciduous,commercial_success,Gharb,town,
ma-sidi-yahya,Sidi Yahya El Gharb,MA,MA-NORTH,Rabat-Salé-Kénitra,34.31,-6.3,low_chill_shb,emerald,substrate,open,net,deciduous,commercial_success,Gharb,town,
ma-souk-el-arba,Souk El Arbaa,MA,MA-NORTH,Rabat-Salé-Kénitra,34.69,-5.99,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,Gharb,town,
ma-agadir,Agadir hinterland,MA,MA-SOUTH,Souss-Massa,30.43,-9.6,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Souss,town,
ma-taroudant,Taroudant,MA,MA-SOUTH,Souss-Massa,30.47,-8.88,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,Souss,town,
ma-ouled-teima,Ouled Teima,MA,MA-SOUTH,Souss-Massa,30.39,-9.21,evergreen_zero_chill,biloxi_evergreen,substrate,tunnel,ldpe,evergreen,commercial_success,Souss,town,
ma-biougra,Biougra,MA,MA-SOUTH,Souss-Massa,30.21,-9.37,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,Chtouka,town,
ma-larache-wind,Larache wind-exposed tunnel,MA,MA-NORTH,Tanger-Tétouan-Al Hoceima,35.22,-6.2,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_caution,Atlantic wind. Tunnels fail near 110 km/h.,town,
au-coffs,Coffs Harbour,AU,AU-NSW,New South Wales,-30.3,153.12,low_chill_shb,biloxi,open_soil,open,net,deciduous,commercial_success,NSW north coast,town,
au-woolgoolga,Woolgoolga,AU,AU-NSW,New South Wales,-30.11,153.2,low_chill_shb,emerald,open_soil,open,net,deciduous,commercial_success,NSW,town,
au-bundaberg,Bundaberg,AU,AU-QLD,Queensland,-24.87,152.35,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_success,QLD,town,
au-sunshine,Sunshine Coast hinterland,AU,AU-QLD,Queensland,-26.65,152.96,low_chill_shb,biloxi,open_soil,open,net,deciduous,commercial_success,QLD,town,
au-nambour,Nambour,AU,AU-QLD,Queensland,-26.63,152.96,low_chill_shb,jewel,open_soil,open,none,deciduous,commercial_success,QLD,town,
au-devonport,Devonport,AU,AU-TAS,Tasmania,-41.18,146.35,nhb,duke,open_soil,open,net,deciduous,commercial_success,Tas NHB,town,
au-huonville,Huonville,AU,AU-TAS,Tasmania,-43.03,147.05,nhb,draper,open_soil,open,net,deciduous,commercial_success,Huon,town,
au-grove,Grove,AU,AU-TAS,Tasmania,-42.98,147.1,nhb,bluecrop,open_soil,open,none,deciduous,commercial_success,Huon TIA,town,
au-spreyton,Spreyton,AU,AU-TAS,Tasmania,-41.22,146.35,nhb,elliott,open_soil,open,net,deciduous,commercial_success,North Tas,town,
au-mornington,Mornington Peninsula,AU,AU-VIC,Victoria,-38.22,145.04,nhb,duke,open_soil,open,net,deciduous,commercial_success,VIC,town,
au-gippsland,West Gippsland,AU,AU-VIC,Victoria,-38.2,145.9,nhb,bluecrop,open_soil,open,net,deciduous,commercial_success,VIC,town,
au-manjimup,Manjimup,AU,AU-WA,Western Australia,-34.24,116.15,nhb,duke,open_soil,open,net,deciduous,commercial_success,WA south,town,
au-pemberton,Pemberton,AU,AU-WA,Western Australia,-34.44,116.03,nhb,draper,open_soil,open,net,deciduous,commercial_success,WA,town,
au-albany,Albany WA,AU,AU-WA,Western Australia,-35.03,117.88,nhb,bluecrop,open_soil,open,none,deciduous,commercial_success,WA south coast,town,
nz-pukekohe,Pukekohe,NZ,NZ-NORTH,Auckland,-37.2,174.9,nhb,duke,open_soil,open,none,deciduous,commercial_success,Landcare blueberry map region,town,
nz-hamilton,Hamilton hinterland,NZ,NZ-NORTH,Waikato,-37.79,175.28,nhb,bluecrop,open_soil,open,none,deciduous,commercial_success,Waikato,town,
nz-tauranga,Tauranga hinterland,NZ,NZ-NORTH,Bay of Plenty,-37.69,176.17,nhb,draper,open_soil,open,net,deciduous,commercial_success,BOP,town,
nz-te-puke,Te Puke,NZ,NZ-NORTH,Bay of Plenty,-37.78,176.33,nhb,duke,open_soil,open,net,deciduous,commercial_success,BOP,town,
nz-hastings,Hastings,NZ,NZ-NORTH,Hawke's Bay,-39.64,176.84,nhb,elliott,open_soil,open,none,deciduous,commercial_success,Hawke's Bay,town,
nz-hastings-shb,Hastings SHB trial,NZ,NZ-NORTH,Hawke's Bay,-39.66,176.82,low_chill_shb,emerald,open_soil,open,none,deciduous,commercial_caution,Landcare one-curve chill is the bar to beat,town,
nz-nelson,Nelson,NZ,NZ-SOUTH,Nelson,-41.27,173.28,nhb,duke,open_soil,open,none,deciduous,commercial_success,Nelson,town,
nz-motueka,Motueka,NZ,NZ-SOUTH,Tasman,-41.12,173.01,nhb,draper,open_soil,open,net,deciduous,commercial_success,Tasman,town,
nz-blenheim,Blenheim,NZ,NZ-SOUTH,Marlborough,-41.51,173.95,nhb,bluecrop,open_soil,open,none,deciduous,commercial_success,Marlborough,town,
nz-rangiora,Rangiora,NZ,NZ-SOUTH,Canterbury,-43.3,172.59,nhb,aurora,open_soil,open,none,deciduous,commercial_success,Canterbury,town,
nz-lincoln,Lincoln,NZ,NZ-SOUTH,Canterbury,-43.64,172.49,nhb,duke,open_soil,open,none,deciduous,commercial_success,Landcare / Plant & Food,town,
nz-richmond,Richmond,NZ,NZ-SOUTH,Tasman,-41.34,173.18,nhb,elliott,open_soil,open,none,deciduous,commercial_success,Tasman,town,
in-delhi,Delhi NCR,IN,IN-IGP,Delhi,28.61,77.21,low_chill_shb,biloxi,open_soil,open,none,deciduous,known_failure,Smith 2023 IGP fog,town,Temperature-and-chill model greens this. Winter DLI crash and wet flowers do not.
in-lucknow,Lucknow,IN,IN-IGP,Uttar Pradesh,26.85,80.95,low_chill_shb,emerald,open_soil,open,none,deciduous,known_failure,"Smith 2023, 39 fog events/yr",town,
in-patna,Patna,IN,IN-IGP,Bihar,25.61,85.14,low_chill_shb,snowchaser,open_soil,open,none,deciduous,known_failure,"Smith 2023, 45 fog events/yr",town,
in-kanpur,Kanpur,IN,IN-IGP,Uttar Pradesh,26.45,80.33,evergreen_zero_chill,biloxi_evergreen,open_soil,open,none,evergreen,known_failure,Bharali 2024 winter SW already cut about 19%,town,
ke-nairobi,Nairobi highland trial,KE,AF-EA,Nairobi,-1.29,36.82,low_chill_shb,biloxi,open_soil,open,none,deciduous,commercial_caution,Hemp 2024 mountain climate warning,town,WorldClim/CHELSA fail tropical mountains. Hypothesis only.
tz-moshi,Moshi / Kilimanjaro slope,TZ,AF-EA,Kilimanjaro,-3.35,37.33,low_chill_shb,emerald,open_soil,open,none,deciduous,commercial_caution,Hemp 2024 MAP mismatch,town,
us-ia-ames,Ames corn belt,US,US-MW,Iowa,42.03,-93.62,nhb,duke,open_soil,open,none,deciduous,horticultural_absence,"US NASS: hort land, not blueberry",town,
us-ks-manhattan,Manhattan KS,US,US-MW,Kansas,39.18,-96.57,nhb,bluecrop,open_soil,open,none,deciduous,horticultural_absence,"Wheat/hort, not blueberry",town,
us-il-urbana,Urbana,US,US-MW,Illinois,40.11,-88.21,nhb,duke,open_soil,open,none,deciduous,horticultural_absence,Corn belt hort,town,
us-ca-salinas,Salinas strawberry fog,US,US-CA,California,36.68,-121.66,low_chill_shb,biloxi,open_soil,open,none,deciduous,commercial_caution,Baguskas 2021 marine fog is not IGP fog,town,
us-ca-watsonville,Watsonville,US,US-CA,California,36.91,-121.76,low_chill_shb,emerald,open_soil,open,none,deciduous,commercial_caution,Limited CA blueberry vs berries,town,
fr-bordeaux,Bordeaux hinterland,FR,EU-ATL,Nouvelle-Aquitaine,44.84,-0.58,nhb,duke,open_soil,open,none,deciduous,horticultural_absence,"Wine hort, not blueberry belt",town,
it-verona,Verona,IT,EU-MED,Veneto,45.44,10.99,nhb,bluecrop,open_soil,open,none,deciduous,horticultural_absence,"Fruit hort, sparse blueberry",town,
cn-fuzhou,Fuzhou,CN,CN-SE,Fujian,26.07,119.3,low_chill_shb,biloxi,open_soil,open,none,deciduous,commercial_caution,"Fujian expert-weight GIS is a baseline, not truth",town,
cn-guiyang,Guiyang,CN,CN-SW,Guizhou,26.65,106.63,high_chill_shb,legacy,open_soil,open,none,deciduous,commercial_caution,Guizhou CatBoost local presence,town,
uk-kent,Kent,GB,EU-ATL,England,51.28,0.52,nhb,duke,open_soil,open,none,deciduous,commercial_caution,"UK field blueberry, not Matrix-GS",town,
uk-ford,Ford / Arundel glasshouse,GB,EU-ATL,England,50.82,-0.58,evergreen_zero_chill,biloxi_evergreen,substrate,greenhouse,none,evergreen,commercial_caution,EBC Matrix-GS neighbour,town,"Energy and grid, not outdoor climate. 26 ha expansion blocked to 2037."
za-stellenbosch,Stellenbosch,ZA,AF-SA,Western Cape,-33.93,18.86,low_chill_shb,emerald,open_soil,open,net,deciduous,commercial_caution,"Cape hort, emerging blueberry",town,
ar-tucuman,Tucumán,AR,AR-NW,Tucumán,-26.82,-65.22,low_chill_shb,biloxi,open_soil,open,net,deciduous,commercial_caution,Argentine NW trials,town,
uy-montevideo,Canelones,UY,UY-S,Canelones,-34.72,-56.22,nhb,duke,open_soil,open,none,deciduous,commercial_caution,Uruguay hort,town,
pt-odemira,Odemira,PT,PT-ALEN,Alentejo,37.6,-8.64,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_success,Alentejo berries next to Huelva,town,
pt-alcacer,Alcácer do Sal,PT,PT-ALEN,Alentejo,38.37,-8.51,low_chill_shb,emerald,substrate,tunnel,ldpe,deciduous,commercial_success,Alentejo,town,
us-nj-hammonton,Hammonton,US,US-NE,New Jersey,39.64,-74.8,nhb,duke,open_soil,open,none,deciduous,commercial_success,"Historic US blueberry, Atlantic County",town,
us-nj-vineland,Vineland,US,US-NE,New Jersey,39.49,-75.03,nhb,bluecrop,open_soil,open,none,deciduous,commercial_success,Cumberland,town,
us-me-ellsworth,Ellsworth,US,US-NE,Maine,44.54,-68.42,nhb,aurora,open_soil,open,none,deciduous,commercial_success,Wild + cultivated mix. Cultivated NHB only.,town,
us-ny-hudson,Hudson Valley,US,US-NE,New York,42.25,-73.79,nhb,duke,open_soil,open,none,deciduous,commercial_success,NY hort,town,
us-in-huntsville,Southwest Michigan analog IN,US,US-MW,Indiana,41.68,-86.25,nhb,bluecrop,open_soil,open,none,deciduous,commercial_caution,Near Niles MI,town,
cl-santiago,Santiago basin,CL,CL-CENTRAL,Metropolitana,-33.45,-70.67,high_chill_shb,legacy,open_soil,open,none,deciduous,known_failure,Too hot and dry for Legacy open field vs Osorno,town,
pe-cusco,Cusco highland,PE,PE-ANDES,Cusco,-13.53,-71.97,high_chill_shb,legacy,open_soil,open,none,deciduous,commercial_caution,Andes. Hemp-class mountain data gap.,town,
us-tx-nacogdoches,Nacogdoches,US,US-SE,Texas,31.6,-94.66,rabbiteye,brightwell,open_soil,open,none,deciduous,commercial_success,East Texas rabbiteye,town,
us-la-hammond,Hammond,US,US-SE,Louisiana,30.5,-90.46,rabbiteye,climax,open_soil,open,none,deciduous,commercial_success,Tangipahoa,town,
us-ga-athens,Athens GA,US,US-SE,Georgia,33.95,-83.38,rabbiteye,tifblue,open_soil,open,none,deciduous,commercial_caution,"Piedmont, later and frostier than Alma",town,
kr-hadong,Hadong,KR,KR-S,South Gyeongsang,35.07,127.75,nhb,duke,open_soil,open,none,deciduous,commercial_caution,Korea highland trials,town,
jp-iwate,Iwate,JP,JP-N,Iwate,39.7,141.15,nhb,bluecrop,open_soil,open,none,deciduous,commercial_caution,Tohoku hort,town,
th-chiang-mai,Chiang Mai,TH,SEA,Chiang Mai,18.79,98.99,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,known_failure,"Low latitude, no winter DLI structure of Peru coast",town,
eg-behira,Beheira,EG,AF-N,Beheira,31.03,30.47,low_chill_shb,biloxi,substrate,tunnel,ldpe,deciduous,commercial_caution,"Nile Delta hort, fog/wet risk",town,
tr-mersin,Mersin,TR,TR-S,Mersin,36.8,34.63,low_chill_shb,emerald,open_soil,tunnel,ldpe,deciduous,commercial_caution,East Med berry trials,town,
gr-katerini,Katerini,GR,EU-MED,Central Macedonia,40.27,22.5,nhb,duke,open_soil,open,none,deciduous,horticultural_absence,"Peach/kiwi hort, not blueberry",town,
pl-lublin,Lublin,PL,EU-CONT,Lublin,51.25,22.57,nhb,duke,open_soil,open,none,deciduous,commercial_caution,"Polish highbush, continental winter",town,
de-hannover,Hannover hinterland,DE,EU-CONT,Lower Saxony,52.37,9.73,nhb,bluecrop,open_soil,open,none,deciduous,commercial_caution,German highbush,town,
nl-venlo,Venlo,NL,EU-ATL,Limburg,51.37,6.17,nhb,duke,substrate,greenhouse,none,deciduous,commercial_caution,"CEA, energy cost is the fingerprint",town,
us-or-hood-river,Hood River,US,US-PNW,Oregon,45.71,-121.52,nhb,draper,open_soil,open,none,deciduous,commercial_caution,Gorge wind and continental nights,town,
us-wa-yakima,Yakima,US,US-PNW,Washington,46.6,-120.51,nhb,duke,open_soil,open,none,deciduous,commercial_caution,East of Cascades. Not Whatcom.,town,
us-id-nampa,Nampa,US,US-IW,Idaho,43.54,-116.56,nhb,bluecrop,open_soil,open,none,deciduous,horticultural_absence,"Treasure Valley hort, not blueberry",town,
mx-mexico-city,Mexico City basin,MX,MX-CDMX,Ciudad de México,19.43,-99.13,low_chill_shb,biloxi,open_soil,open,none,deciduous,horticultural_absence,"Urban highland, not Jalisco belt",town,
br-vacaria,Vacaria,BR,BR-S,Rio Grande do Sul,-28.51,-50.94,nhb,duke,open_soil,open,net,deciduous,commercial_success,Brazilian highland blueberry,town,
br-sao-joaquim,São Joaquim,BR,BR-S,Santa Catarina,-28.29,-49.93,nhb,bluecrop,open_soil,open,net,deciduous,commercial_success,Santa Catarina highland,town,
co-bogota,Bogotá savanna,CO,CO-ANDES,Cundinamarca,4.71,-74.07,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_caution,Equatorial highland. No analogue without gauges.,town,
ec-ambato,Ambato,EC,EC-ANDES,Tungurahua,-1.24,-78.63,evergreen_zero_chill,biloxi_evergreen,substrate,open,net,evergreen,commercial_caution,Andes data-trust flag,town,
us-fl-miami,Miami-Dade,US,US-SE,Florida,25.76,-80.19,high_chill_shb,star,pine_bark,open,none,deciduous,known_failure,"No chill, no Star. Evergreen only further south.",town,
us-mi-marquette,Marquette,US,US-MI,Michigan,46.54,-87.4,nhb,aurora,open_soil,open,none,deciduous,known_failure,"UP winter too hard, season too short",town,
